XLSX,XLSM,PDF,DWG,SCANNED,DRAWING NAME,Rev,DIA,DIA_1,FACE,FACE_1,BEARINGMAX,BEARINGMIN,STEPS,OEM,TYPE,CUST,OriginatingCustomer,customerPn,customerRevision,NEWBASEPRICE,Date,SUBCONTRACTOR,PRODUCTCODE,PREVPARTNo,DATECREATED,PartNo
N40355.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40355.xlsx#,,,,,N40355,H,3.704,3.704,14.961,14.96,0.9846,0.9841,6,F.L. SMITHE,"14"" WP",,,,*,,36713,,N,SMITHE003,36714,N40355
N40356.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40356.xlsx#,,,,,N40356,A,2.911,2.911,16.875,16.87,0.7498,0.7493,2,MARK ANDY,"16""",SALEM LABEL,SALEM LABEL,,*,,36714,,N,,36714,N40356
N40357.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40357.xlsx#,,,,,N40357,*,3.9399,3.939,21.25,21.25,1.378,1.3786,3,KO-PACK,"21""",,,,*,,36720,,N,,36720,N40357
N40358.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40358.xlsx#,,,,,N40358,*,3.509,3.509,10.5,10.5,0.9847,0.9844,5,ALLIED GEAR & MACHINE,MODEL #510,,,,*,,36721,,N,,36721,N40358
N40359.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40359.xlsx#,,,,,N40359,*,3.82,3.82,16.75,16.75,1.1813,1.181,3,AQUAFLEX,"16"" (LW) ECHOLITE","PRO LABEL, APPLETON","PRO LABEL, APPLETON",,6,,36725,,N,,36725,N40359
N40360.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40360.xlsx#,,,,,N40360,E,2.627,2.627,14.002,14,0.7878,0.7875,4,ROTO PRESS/NILPETER,FB-3300 ECHOLITE,PRINTING USA STOCK ROLL,PRINTING USA STOCK ROLL,,6,,36726,,N,,36726,N40360
N40361.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40361.xlsx#,,,,,N40361,*,3.201,3.201,14,14,0.6697,0.6694,4,MARATHON PRESS,TAPER TRAY MACHINE,,GRAPHIC PACKAGING,,1,,36726,,N,,36726,N40361
N40362.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40362.xlsx#,,,,,N40362,*,3.501,3.501,10,10,0.625,0.624,2,INTERNATIONAL,"9"" TUBED",,OLIVER PRODUCTS,,2,,36731,,N,,36732,N40362
N40363.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40363.xlsx#,,,,,N40363,*,4.0217,4.021,17.3125,17.31,2.2830 BORE,2.9826 BORE,2,"COMMERCIAL ENVELOPE, NY","17""",,"COMMERCIAL ENVELOPE, NY",,*,,36728,,N,COMENV02 (ALSO UNK00084),36732,N40363
N40364.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40364.xlsx#,,,,,N40364,*,3.01,3.01,A,A,0.7874,0.7872,4,TINT-A-WEB,,,,,*,,36734,,N,TNTWEB01,36734,N40364
N40365.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40365.xlsx#,,,,,N40365,*,4.139,4.139,13.7,13.7,0.9847,0.9841,3,ARSOMA,EM 340 ECHOLITE,,,,*,,36739,,N,,36739,N40365
N40366.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40366.xlsx#,,,,,N40366,A,3.939,3.939,28.744,28.74,1.610 BORE,1.575 BORE,0,COMPACK,FLEXO GRAVURE 650,,,,*,,36739,,N,,36739,N40366
N40367.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40367.xlsx#,,,,,N40367,C,2.64,2.64,11.25,11.25,0.7878,0.7874,7,PROPHETEER,"11""",,,,*,,36759,,N,PROPHETEER06,36759,N40367
N40368.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40368.xlsx#,,,,,N40368,C,3.952,3.952,A,A,1.3785,1.3781,3,COMCO,,,ROHRER,,C,,36760,,N,,36760,N40368
N40369.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40369.xlsx#,,,,,N40369,*,2.545,2.545,7.768,7.768,0.3132,0.3128,2,WEBTRON,750 - HQV QUICK CHANGE,MERLIN SYSTEMS CORP.,MERLIN SYSTEMS CORP.,,*,,36769,,N,,36769,N40369
N40370.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40370.xlsx#,,,,,N40370,*,2.911,2.911,11.38,11.38,0.7498,0.7493,2,MARK ANDY,MODIFIED 2000,YERECIC LABEL,YERECIC LABEL,,*,,36770,ICM,N,,36770,N40370
N40371.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40371.xlsx#,,,,,N40371,*,5.093,5.093,25.25,25.25,1.3783,1.3779,3,AQUAFLEX,"24.5"" FOLDING CARTON",,,,*,,36788,,N,,36788,N40371
N40372.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40372.xlsx#,,,,,N40372,A,5.517,5.517,22.062,22.06,1.3785,1.378,3,DUNI,"22""",SERVO-TECH,SERVO-TECH,,*,,36791,,N,,36796,N40372
N40373.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40373.xlsx#,,,,,N40373,A,4.139,4.139,16.457,16.45,0.9843,0.9838,3,ARSOMA,EM-410 (#09403002) ECHOLITE,,,,*,,36796,,N,,37334,N40373
N40374.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40374.xlsx#,,,,,N40374,*,3.94,3.94,13.784,13.78,0.9843,0.9838,3,KENNEX,"13""",,,,*,,36802,,N,,36802,N40374
N40375.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40375.xlsx#,,,,,N40375,*,4.775,4.775,22.047,22.04,1.1815,1.1809,3,GRE,"22""",,,,*,,36803,,N,,36803,N40375
#N/A,,,,,N40376,*,12.005,12,5,5,3.001 BORE,3.000 BORE,0,"METAL CONTAINER, GA","5""",,"METAL CONTAINER, GA",,*,,36818,,N,,36818,N40376
N40377.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40377.xlsx#,,,,,N40377,*,2.9059,2.905,9.843,9.843,0.7874,0.7869,3,MILLER GRAPHICS,"9""",,SSA-TRYCK,,*,,36819,,N,,36819,N40377
N40378.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40378.xlsx#,,,,,N40378,F,3.704,3.704,14.961,14.96,0.9846,0.9841,6,F.L. SMITHE,"14"" SW",,,,J,,36823,,N,,36823,N40378
N40379.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40379.xlsx#,,,,,N40379,*,3.472,3.472,14.691,14.69,0.9843,0.9838,4,DAVID CARLAW MALAYSIA,PMR-FINK1-ASS,,,,*,,36829,,N,,36829,N40379
N40380.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40380.xlsx#,,,,,N40380,B,3.5,3.5,19,19,0.9848,0.9844,3,WEBTRON,1618 ECHOLITE,,,,B,,36846,,N,,36846,N40380
N40381.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40381.xlsx#,,,,,N40381,*,4.33,4.33,26.187,26.18,1.248,1.2475,3,HARRIS & BRUNO,,,,,*,,36864,,N,,36864,N40381
N40382.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40382.xlsx#,,,,,N40382,*,4.001,4.001,24,24,1,0.999,3,"MACHINE & PROCESS DESIGN, INC.",,,,,A,,36860,,N,,36860,N40382
N40383.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40383.xlsx#,,,,,N40383,*,3.501,3.501,10,10,0.625,0.6245,2,LABEL AMERICA,"10""",,INTERNATIONAL PRESS,,*,,36865,,N,LABEL001,36865,N40383
#N/A,,,,,N40384,*,1.9,1.9,1.813,1.813,0.3748,0.3744,3,F.L. SMITHE,1.813,,,,,,36874,,N,SMITHE001,36873,N40384
#N/A,,,,,N40385,B,4.03,4.03,26.25,26.25,0.9847,0.9844,4,F.L. SMITHE,"26""",,,,,,36874,,N,SMITHE002,36873,N40385
#N/A,,,,,N40386,*,3.002,3.002,11.875,11.87,0.9846,0.9841,4,F.L. SMITHE,"12""",,,,,,36874,,N,SMITHE004,36873,N40386
#N/A,,,,,N40387,*,3.53,3.53,15,15,0.7877,0.7873,3,F.L. SMITHE,"15""",,,,,,36874,,N,SMITHE006,36873,N40387
N40388.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40388.xlsx#,,,,,N40388,*,3.002,3.002,10.25,10.25,0.9846,0.9841,5,F.L. SMITHE,"10""",,,,,,36874,,N,SMITHE007,36873,N40388
N40389.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40389.xlsx#,,,,,N40389,B,4.03,4.03,19.75,19.75,0.7877,0.7873,5,F.L. SMITHE,"20"" TUBED",,,,,,36874,,N,SMITHE009,36873,N40389
#N/A,,,,,N40390,*,4.001,4.001,26,26,0.9845,0.9841,5,F.L. SMITHE,26,,,,,,36874,,N,SMITHE010,36874,N40390
#N/A,,,,,N40391,*,4.03,4.03,11.812,11.81,1.7716,1.771,3,W & D,"12""",,,,,,36874,,N,W-D00001,36874,N40391
N40392.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40392.xlsx#,,,,,N40392,B,3.177,3.177,25.197,25.19,0.7087,,4,W & D,"25""",,,,,,36874,,N,W-D00003,36874,N40392
N40393.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40393.xlsx#,,,,,N40393,A,4.029,4.029,12.5,12.5,0.9845,0.9841,6,W & D,#527 FEED ROLL,,"ATLANTIC ENVELOPE, PA.",,*,,36914,,N,W-D00004,36874,N40393
N40394.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40394.xlsx#,,,,,N40394,A,4.029,4.029,20.079,20.07,0.6299,0.6295,6,W & D,"20""",,,,*,,36966,,N,W-D00005,36874,N40394
#N/A,,,,,N40395,*,4.029,4.029,20.079,20.07,0.7874,,5,W & D,"20""",,,,,,36874,,N,W-D00006,36874,N40395
#N/A,,,,,N40396,*,4.032,4.032,20.079,20.07,0.6299,,5,W & D,"20""",,,,,,36874,,N,W-D00007,36874,N40396
#N/A,,,,,N40397,*,4.018,4.018,15.591,15.59,2.1654,,4,W & D,"16""",,,,,,36874,,N,W-D00008,36874,N40397
#N/A,,,,,N40398,*,4.018,4.018,15.591,15.59,2.1654,,4,W & D,"16""",,,,,,36874,,N,W-D00009,36874,N40398
N40399.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40399.xlsx#,,,,,N40399,*,4.015,4.015,13.386,13.38,2.7559,,3,W & D,"13""",,,,,,36874,,N,W-D00010,36874,N40399
#N/A,,,,,N40400,*,4.015,4.015,17.323,17.32,2.362,,3,W & D,"17""",,,,,,36875,,N,W-D00012,36874,N40400
#N/A,,,,,N40401,*,4.015,4.015,12.992,12.99,2.3622,,3,W & D,"13""",,,,,,36875,,N,W-D00013,36875,N40401
N40402.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40402.xlsx#,,,,,N40402,*,4.015,4.015,14.961,14.96,1.7715 BORE,1.7709 BORE,3,W & D,"15""",,,,,,36875,,N,W-D00014,36875,N40402
N40403.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40403.xlsx#,,,,,N40403,*,4.015,4.015,11.811,11.81,1.7715 BORE,1.7709 BORE,2,W & D,"11""",,,,,,36875,,N,W-D00015,36875,N40403
#N/A,,,,,N40404,*,3.149,3.149,19.688,19.68,0.63,,5,W & D,"20""",,,,,,36875,,N,W-D00016,36875,N40404
#N/A,,,,,N40405,*,3.3441,3.344,11.811,11.81,0.6693,,4,W & D,"12""",,,,,,36875,,N,W-D00017,36875,N40405
#N/A,,,,,N40406,*,3.15,3.15,19.685,19.68,0.7876,0.7872,5,W & D,"19""",,,,,,36875,,N,W-D00018,36875,N40406
#N/A,,,,,N40407,*,4.0153,4.015,14.9606,14.96,2.3622,,3,W & D,"15""",,,,,,36875,,N,W-D00019,36875,N40407
N40408.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40408.xlsx#,,,,,N40408,*,4.015,4.015,13.386,13.38,1.7715 BORE,1.7709 BORE,3,W & D,"13""",,,,,,36875,,N,W-D00020,36875,N40408
#N/A,,,,,N40409,*,4.029,4.029,20.079,20.07,0.7874,,5,W & D,"20""",,,,,,36875,,N,W-D00022,36875,N40409
#N/A,,,,,N40410,*,4.029,4.029,16.5,16.5,0.625,,4,W & D,"17""",,,,10,,36875,,N,W-D00023,36875,N40410
#N/A,,,,,N40411,B,2.906,2.906,9.843,9.843,0.7874,0.787,3,EDALE LIMITED,E250 SUPER & E250DG-4C,,,,E,,36893,,N,,36893,N40411
N40412.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40412.xlsx#,,,,,N40412,A,3.82,3.82,20.725,20.72,1.1813,1.181,4,AQUAFLEX,20.5 (LW) ECHOLITE,,,,*,,36901,,N,,36901,N40412
N40413.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40413.xlsx#,,,,,N40413,A,4.812,4.812,12.625,12.62,0.9846,0.9841,4,EVERS,SERIES 100,"DAIRYPAK, INC.","DAIRYPAK, INC.",,*,,36907,,N,,36907,N40413
N40414.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40414.xlsx#,,,,,N40414,*,2.51,2.51,7,7,0.6695,0.6692,3,MANHASSET,"7""",,,,*,,36907,,N,,36907,N40414
N40415.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40415.xlsx#,,,,,N40415,*,3.499,3.499,11.5,11.5,0.9848,0.9844,3,WEBTRON,MODIFIED 1000 ECHOLITE,HALLMARK CARDS,HALLMARK CARDS,,*,,,,N,,36913,N40415
#N/A,,,,,N40416,*,4.765,4.765,21.25,21.25,1.5753,1.5749,4,MacKAY ENVELOPE,"21""",,"MacKay ENVELOPE, CO.",,*,,36909,,N,,36909,N40416
N40417.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40417.xlsx#,,,,,N40417,B,2.761,2.761,12.598,12.59,0.5912,0.5909,4,SIAT,"12""",,ALUMINIO DEL URUGUAY,,*,,36923,,N,,36923,N40417
#N/A,,,,,N40418,D,2.626,2.626,17.002,17,0.7878,0.7875,4,NILPETER,"MODEL 3516/FB 4200 (4004, 2004)",,,,7,,36928,,N,ROTO0001,36928,N40418
N40419.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40419.xlsx#,,,,,N40419,*,2.627,2.627,8.002,8.002,0.7878,0.7875,4,ROTO PRESS,MODEL 2001,,INTERMEC MEDIA PRODUCTS,,2,,36928,,N,,36928,N40419
N40420.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40420.xlsx#,,,,,N40420,*,4.018,4.018,11.811,11.81,1.7715 BORE,1.7709 BORE,2,W & D,"11""",,,,,,36875,,N,W-D00015,36949,N40420
N40421.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40421.xlsx#,,,,,N40421,*,3.937,3.937,11.791,11.79,0.7878,0.7872,4,"ALCAN, UK",SAUERESSIG PRESS,,,,*,,36950,,N,,36956,N40421
N40422.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40422.xlsx#,,,,,N40422,*,3.705,3.705,28.74,28.74,1.1815,1.1809,3,ALFA PAPELES,"28""",,,,*,,36956,,N,ALFAPAPELES01,36956,N40422
N40423.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40423.xlsx#,,,,,N40423,A,3.82,3.82,14.25,14.25,0.9997,0.9992,3,AQUAFLEX,"13"" (LCQX) ECHOLITE",,CHROMAS PRINTING,,*,,36959,,N,,36959,N40423
N40424.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40424.xlsx#,,,,,N40424,A,4.001,4.001,26.5,26.5,0.9845,0.9841,6,F.L. SMITHE,MODIFIED F.L. SMITHE,WESTERN STATES ENVELOPE,WESTERN STATES ENVELOPE,,*,,36962,,N,,36963,N40424
N40425.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40425.xlsx#,,,,,N40425,B,4.005,4.005,13.125,13.12,0.9846,0.9841,5,TOPFLIGHT CORP.,"13""",,TOPFLIGHT CORP.,,*,,36964,,N,,36964,N40425
N40426.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40426.xlsx#,,,,,N40426,D,2.911,2.911,17.38,17.38,0.7498,0.7493,2,MARK ANDY,"2200 17""",,,,*,,36970,,N,,36971,N40426
N40427.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40427.xlsx#,,,,,N40427,*,2.513,2.513,4.5,4.5,1.0010 BORE,1.0005 BORE,2,WEBTRON,450 MULTIFLEX PRESS,,"OPSEC ADVANTAGE, INC.",,*,,36972,,N,WEB00006,36972,N40427
N40428.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40428.xlsx#,,,,,N40428,A,4.029,4.029,20.125,20.12,0.6299,0.6295,6,W & D,"20""",,,,*,,36972,,N,,36972,N40428
N40429.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40429.xlsx#,,,,,N40429,B,2.543,2.543,11.614,11.61,0.5904,0.5899,4,NILPETER,F-280,,,,3,,36976,,N,,36976,N40429
N40430.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40430.xlsx#,,,,,N40430,*,5.093,5.093,19.5,19.5,1.3785,1.3781,4,RCMP,"19""",,,,3,,36985,,N,RCMP0016,36983,N40430
N40431.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40431.xlsx#,,,,,N40431,*,4.03,4.03,20,20,0.7877,0.7873,5,F.L. SMITHE,"20""",,ATLANTIC ENVELOPE,,*,,36993,,N,,36993,N40431
#N/A,,,,,N40432,A,1.686,1.686,6.5,6.5,0.3755,0.375,2,DISCOUNT LABEL,SR 634-1/8,(DRAWING IS OBSOLETE),(DRAWING IS OBSOLETE),,*,,37012,,N,,37012,N40432
N40433.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40433.xlsx#,,,,,N40433,*,4,4,15,15,0.7878,0.7874,3,TALBOYS ENGINEERING CORP.,"4"" HEATED ROLL",,SONOCO PRODUCTS,,*,,37019,,N,,37020,N40433
N40434.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40434.xlsx#,,,,,N40434,C,3.055,3.055,4.223,4.223,.5000 BORE,.4995 BORE,1,MATTHEWS INTERNATIONAL CORP.,MODEL #5424,,TYCO PLASTICS,,*,,37021,,N,,37022,N40434
N40435.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40435.xlsx#,,,,,N40435,*,4.776,4.776,L,L,1.5748,1.5742,2,ARPECO,"12"" UV COATER",,BEST LABEL,,D,,37025,,N,,37025,N40435
N40436.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40436.xlsx#,,,,,N40436,B,5.7301,5.73,22.047,22.04,1.575,1.5746,3,TAIYO,"22""",KLEARFOLD,KLEARFOLD,,*,,37034,,N,,37034,N40436
N40437.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40437.xlsx#,,,,,N40437,C,3.7402,3.74,A,A,0.9843,0.9835,3,MPS,MPS-7000,,MPS,,E,,37035,,N,,37035,N40437
N40438.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40438.xlsx#,,,,,N40438,B,2.543,2.543,12.126,12.12,0.5904,0.5899,4,NILPETER,F-280/F-3000,PRINTING USA STOCK ROLL,PRINTING USA STOCK ROLL,,*,,37036,,N,NILPETER03,37040,N40438
N40439.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40439.xlsx#,,,,,N40439,*,2.39,2.39,8.25,8.25,0.6245,0.624,3,KDO,"8""",,,,*,,37042,,N,,37042,N40439
N40440.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40440.xlsx#,,,,,N40440,*,4.001,4.001,26.5,26.5,1.1813,1.1808,6,F.L. SMITHE,"26""",,SOUTHLAND,,B,,37043,,N,,37046,N40440
N40441.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40441.xlsx#,,,,,N40441,A,2.75,2.75,10.5,10.5,1.0004,1.0002,2,FOCUS,F250,,,,*,,37046,,N,,37055,N40441
N40442.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40442.xlsx#,,,,,N40442,*,1.594,1.594,6,6,0.3755,0.375,3,DISCOUNT LABEL,SR 596-4A,,DISCOUNT LABEL,,*,,37062,,N,,37062,N40442
N40443.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40443.xlsx#,,,,,N40443,*,5.43,5.43,22.047,22.04,0.9843,0.9838,3,HUNKELER,"22""",,MOORE AMERIQUE,,*,,36628,,N,HUNKELER01,36628,N40443
#N/A,,,,,N40444,B,2.52,2.52,12.25,12.25,0.3755,0.375,4,DISCOUNT LABEL,906UV-3E,,DISCOUNT LABEL,,*,,37064,,N,,37064,N40444
N40445.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40445.xlsx#,,,,,N40445,*,2.9106,2.91,10.394,10.39,0.7496,0.7492,2,MARK ANDY,"910, 2200","LINTEC, JAPAN","LINTEC, JAPAN",,1,,37054,,N,,37084,N40445
N40446.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40446.xlsx#,,,,,N40446,*,4.005,4.005,12.719,12.71,0.9846,0.9841,5,TOPFLIGHT CORP.,"12""",,TOPFLIGHT CORP.,,*,,37084,,N,,37089,N40446
N40447.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40447.xlsx#,,,,,N40447,D,4.001,4.001,19.75,19.75,0.7877,0.7873,8,F.L. SMITHE,800 SERIES,TRI-STATE ENVELOPE,TRI-STATE ENVELOPE,,*,,37090,,N,,37090,N40447
N40448.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40448.xlsx#,,,,,N40448,A,1.594,1.594,6.5,6.5,0.3755,0.375,4,DISCOUNT LABEL,4AEJ-ND,,DISCOUNT LABEL,,*,,36733,,N,,37098,N40448
N40449.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40449.xlsx#,,,,,N40449,*,3.537,3.537,8.268,8.268,0.7871,0.7866,5,GALLUS,"8""",,"SANCOA INTERNATIONAL, NJ",,*,,37099,,N,,37099,N40449
N40450.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40450.xlsx#,,,,,N40450,C,3.075,3.075,3.223,3.223,.5000 BORE,.4995 BORE,1,MATTHEWS INTERNATIONAL CORP.,MODEL #5324,,TYCO PLASTICS,,*,,37106,,N,,37105,N40450
N40451.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40451.xlsx#,,,,,N40451,*,3.185,3.185,14.843,14.84,.9847 RACE,.9841 RACE,3,IWASAKI,OFFSET PRESS,,"FP LABEL - NAPA, CALIFORNIA",,*,,37106,,N,,37106,N40451
N40452.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40452.xlsx#,,,,,N40452,*,2.543,2.543,10.827,10.82,0.4722,0.4717,4,NILPETER,F-2500 MODIFIED,"NILPETER, FLORIDA","NILPETER, FLORIDA",,*,,37116,,N,,37116,N40452
N40453.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40453.xlsx#,,,,,N40453,*,4.7768,4.776,17.323,17.32,1.3784,1.378,5,MULLER MARTINI,PRONTO #2,,"CARVAJAL/FESA, COLUMBIA",,*,,37116,,N,,37116,N40453
N40454.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40454.xlsx#,,,,,N40454,*,2.878,2.878,23.13,23.13,0.5909,0.5905,2,W & D,10E WET,,ATLANTIC ENVELOPE,,*,,37119,,N,,37119,N40454
N40455.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40455.xlsx#,,,,,N40455,C,1.765,1.765,A,A,0.6255,0.625,2,VANDENBERG,PYRAMIDAL TYPE,,IMPRESSION 2001,,*,,37119,,N,,37119,N40455
N40456.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40456.xlsx#,,,,,N40456,B,3.292,3.292,16.122,16.12,0.9852,0.9844,4,,"16""",,I.R. INDUSTRIES,,*,,37124,,N,,37124,N40456
N40457.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40457.xlsx#,,,,,N40457,*,3.292,3.292,16.125,16.12,0.9845,0.9841,4,,"16""",,I.R. INDUSTRIES,,*,,37124,,N,,37125,N40457
N40458.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40458.xlsx#,,,,,N40458,*,2.911,2.911,A,A,0.7498,0.7493,2,MARK ANDY,"910, 2100, 2200, 4120, 4150",M.P.I. - FLAT SPOT,M.P.I.,,*,,37126,,N,MARK0033,37125,N40458
#N/A,,,,,N40459,B,4.456,4.456,15,15,1.501 BORE,1.500 BORE,1,M & M MARS,"15"" STEEL BASE",(DRAWING IS OBSOLETE - SEE DRAWING #N41124),(DRAWING IS OBSOLETE - SEE DRAWING #N41124),,*,,37131,,N,,37131,N40459
N40460.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40460.xlsx#,,,,,N40460,*,5.012,5.012,9.874,9.874,0.7874,0.7866,3,EXTRON,"9""","LABMAX OY, FINLAND","LABMAX OY, FINLAND",,*,,37147,,N,,37147,N40460
N40461.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40461.xlsx#,,,,,N40461,*,3.183,3.183,10.236,10.23,.9848 BORE,.9843 BORE,0,,SANJO 270,,ETIQUETAS MODERNAS,,7,,37154,,N,,37154,N40461
N40462.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40462.xlsx#,,,,,N40462,C,2.795,2.795,10.236,10.23,0.6693,0.669,3,IBIRAMA,"10""",,"OMNI TECH, PERU",,*,,37161,,N,,37161,N40462
N40463.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40463.xlsx#,,,,,N40463,A,2.626,2.626,17.25,17.25,0.7878,0.7875,4,NILPETER,MODEL FBZ4300/RP4300,,NILPETER,,*,,37180,,N,,37180,N40463
N40464.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40464.xlsx#,,,,,N40464,A,2.795,2.795,6.693,6.693,0.6693,0.669,3,INTEGRAL de ETIQUETAS,"6""",,"BASIL RATCLIFFE, S.A.",,*,,37181,,N,,37181,N40464
